payment_id,order_id,payment_method,amount,payment_date
776,776,card,32.6,2022-12-08
777,777,card,135.77,2025-07-27
778,778,bank,38.0,2024-06-02
779,779,paypal,80.56,2024-05-08
780,780,paypal,258.83,2025-07-03
781,781,card,11.4,2024-06-20
782,782,card,153.45,2024-04-23
783,783,card,347.25,2022-11-22
784,784,bank,204.81,2023-05-01
785,785,bank,37.89,2024-12-13
786,786,card,146.85,2025-01-05
787,787,paypal,142.81,2023-10-01
788,788,card,178.2,2023-10-10
789,789,card,290.06,2023-07-07
790,790,card,222.13,2024-04-16
791,791,bank,11.96,2025-10-08
792,792,card,14.67,2025-09-11
793,793,bank,684.9,2025-01-13
794,794,paypal,427.6,2024-01-21
795,795,bank,95.89,2025-02-21
796,796,bank,332.75,2024-07-16
797,797,card,347.33,2025-02-15
798,798,card,304.34,2025-05-23
799,799,card,395.21,2025-06-29
800,800,card,256.9,2025-07-01
801,801,bank,1066.08,2023-09-18
802,802,paypal,140.37,2024-09-23
803,803,card,66.1,2023-01-19
804,804,bank,286.41,2024-10-25
805,805,card,201.27,2025-05-30
806,806,bank,101.22,2025-03-22
807,807,bank,89.24,2024-02-17
808,808,paypal,46.08,2025-03-02
809,809,bank,95.35,2024-10-26
810,810,paypal,82.77,2023-01-30
811,811,bank,253.33,2024-02-02
812,812,paypal,172.83,2024-04-22
813,813,paypal,1055.08,2022-12-18
814,814,card,452.48,2024-08-13
815,815,card,174.27,2025-05-20
816,816,bank,530.92,2025-07-22
817,817,card,1073.16,2023-02-25
818,818,card,57.22,2024-11-29
819,819,bank,25.63,2024-08-27
820,820,paypal,124.06,2024-11-09
821,821,card,162.68,2025-06-20
822,822,paypal,30.09,2025-04-24
823,823,bank,164.77,2023-11-11
824,824,bank,36.17,2024-03-25
825,825,paypal,98.49,2025-05-26
826,826,bank,125.39,2023-10-31
827,827,card,58.84,2024-10-18
828,828,card,123.32,2024-01-02
829,829,bank,202.62,2024-03-01
830,830,card,95.1,2025-08-25
831,831,card,59.85,2023-01-21
832,832,card,48.18,2023-11-13
833,833,paypal,53.92,2025-09-24
834,834,card,14.64,2025-05-11
835,835,paypal,178.33,2023-12-23
836,836,bank,501.58,2024-07-28
837,837,paypal,143.79,2024-01-07
838,838,paypal,403.88,2022-11-27
839,839,paypal,57.03,2025-02-24
840,840,bank,29.12,2023-11-10
841,841,card,142.98,2023-01-18
842,842,bank,77.06,2023-10-27
843,843,paypal,461.52,2024-10-16
844,844,card,79.36,2023-11-23
845,845,bank,30.78,2024-07-26
846,846,card,252.61,2022-11-22
847,847,bank,527.76,2024-09-17
848,848,bank,195.89,2023-02-06
849,849,card,113.94,2023-03-19
850,850,paypal,128.44,2024-01-18
851,851,card,346.68,2025-02-27
852,852,bank,72.48,2025-03-20
853,853,paypal,17.76,2024-08-26
854,854,bank,93.32,2022-12-16
855,855,card,548.83,2025-01-09
856,856,card,177.1,2025-08-14
857,857,bank,7.46,2024-03-11
858,858,paypal,366.03,2025-06-09
859,859,card,27.81,2025-09-16
860,860,paypal,701.37,2023-02-07
861,861,card,66.33,2025-01-03
862,862,paypal,41.58,2025-05-06
863,863,card,778.71,2023-10-15
864,864,bank,549.88,2025-02-24
865,865,bank,64.36,2025-09-11
866,866,card,37.83,2025-03-29
867,867,bank,28.78,2024-02-07
868,868,card,42.08,2023-05-22
869,869,bank,41.48,2023-11-18
870,870,paypal,56.5,2024-07-18
871,871,paypal,43.5,2025-04-06
872,872,card,112.09,2024-04-16
873,873,card,549.87,2023-08-19
874,874,bank,25.59,2025-03-19
875,875,card,70.56,2025-09-03
876,876,paypal,88.23,2023-09-24
877,877,paypal,198.66,2022-12-15
878,878,card,1917.22,2025-10-16
879,879,card,235.1,2024-09-15
880,880,bank,131.13,2023-03-23
881,881,paypal,12.0,2024-04-12
882,882,card,687.24,2025-08-18
883,883,bank,1671.03,2023-12-04
884,884,card,188.29,2024-12-03
885,885,bank,36.62,2022-12-21
886,886,card,667.3,2023-04-26
887,887,card,332.72,2023-06-11
888,888,card,110.62,2023-12-25
889,889,bank,121.71,2023-08-10
890,890,card,328.87,2025-09-08
891,891,bank,33.28,2024-02-21
892,892,paypal,17.88,2025-10-01
893,893,card,126.87,2023-12-26
894,894,paypal,37.79,2024-08-27
895,895,bank,89.03,2023-08-01
896,896,paypal,253.94,2024-09-09
897,897,card,128.3,2023-10-02
898,898,paypal,417.44,2023-08-05
899,899,bank,37.2,2024-06-03
900,900,paypal,269.56,2023-04-21
901,901,card,403.68,2024-02-08
902,902,paypal,17.94,2024-03-12
903,903,card,371.67,2025-03-11
904,904,paypal,54.02,2025-10-31
905,905,bank,18.87,2025-03-21
906,906,paypal,199.44,2025-08-09
907,907,paypal,35.34,2023-03-05
908,908,paypal,825.52,2023-03-18
909,909,card,293.63,2023-07-22
910,910,paypal,294.42,2023-05-31
911,911,card,190.3,2022-11-24
912,912,card,152.91,2023-11-29
913,913,paypal,262.78,2023-03-01
914,914,paypal,20.88,2024-01-12
915,915,card,33.42,2023-08-29
916,916,paypal,97.69,2023-05-18
917,917,paypal,157.4,2024-10-24
918,918,card,169.32,2024-04-30
919,919,paypal,128.27,2023-05-26
920,920,bank,435.36,2025-01-03
921,921,paypal,33.09,2025-03-03
922,922,bank,128.26,2024-11-15
923,923,bank,105.54,2025-01-22
924,924,paypal,103.91,2023-05-29
925,925,card,436.65,2024-12-10
926,926,bank,992.05,2025-09-21
927,927,bank,561.33,2025-06-28
928,928,paypal,85.93,2024-01-26
929,929,card,705.28,2023-03-26
930,930,card,479.33,2024-05-29
931,931,bank,155.88,2023-04-12
932,932,paypal,115.27,2024-05-25
933,933,card,144.9,2023-08-20
934,934,paypal,269.95,2024-07-14
935,935,card,45.61,2023-09-11
936,936,card,18.69,2025-03-17
937,937,bank,56.71,2023-12-14
938,938,bank,291.0,2022-12-21
939,939,bank,66.47,2025-07-13
940,940,card,178.9,2023-04-02
941,941,card,178.94,2023-02-25
942,942,bank,79.67,2023-08-01
943,943,paypal,262.26,2023-07-07
944,944,card,45.73,2024-05-06
945,945,paypal,72.34,2023-07-29
946,946,card,81.87,2025-02-07
947,947,bank,24.88,2025-10-29
948,948,paypal,115.24,2025-02-28
949,949,card,974.15,2023-09-15
950,950,bank,35.82,2024-11-30
951,951,card,126.63,2025-08-01
952,952,bank,490.94,2024-05-16
953,953,paypal,65.65,2023-01-04
954,954,card,73.97,2024-05-01
955,955,card,116.37,2024-07-19
956,956,card,8.8,2024-09-22
957,957,bank,23.35,2023-05-01
958,958,bank,636.1,2025-01-25
959,959,bank,127.96,2024-08-05
960,960,bank,317.31,2023-10-13
961,961,bank,91.44,2023-08-08
962,962,bank,115.03,2023-09-14
963,963,paypal,160.12,2025-07-08
964,964,paypal,149.64,2025-08-09
965,965,paypal,86.09,2024-12-06
966,966,card,204.33,2025-05-16
967,967,card,302.62,2025-11-04
968,968,card,161.54,2023-03-01
969,969,paypal,231.82,2023-11-09
970,970,bank,292.92,2025-09-05
971,971,card,66.06,2024-12-27
972,972,card,68.36,2025-04-02
973,973,card,258.25,2024-10-28
974,974,card,210.74,2024-07-16
975,975,bank,7.32,2024-04-04
976,976,card,278.3,2025-08-17
977,977,paypal,12.69,2024-06-15
978,978,card,46.8,2023-09-24
979,979,card,88.53,2023-01-27
980,980,card,33.85,2023-01-12
981,981,card,397.35,2024-10-22
982,982,card,27.35,2023-09-08
983,983,bank,14.76,2022-11-29
984,984,card,540.54,2025-04-21
985,985,paypal,26.06,2024-05-23
986,986,card,286.89,2022-12-13
987,987,paypal,149.01,2025-09-17
988,988,card,79.47,2024-06-24
989,989,card,312.03,2025-08-23
990,990,bank,33.09,2024-05-03
991,991,bank,196.78,2024-08-24
992,992,bank,222.86,2022-12-05
993,993,card,30.09,2024-03-26
994,994,bank,271.55,2024-11-06
995,995,card,5.45,2023-04-04
996,996,bank,110.78,2023-06-18
997,997,bank,11.11,2023-04-15
998,998,card,259.55,2025-06-01
999,999,bank,19.64,2025-02-06
1000,1000,bank,59.79,2025-04-14
1001,1001,paypal,328.54,2023-05-21
1002,1002,bank,402.21,2025-05-26
1003,1003,card,33.93,2023-06-16
1004,1004,paypal,308.85,2024-11-24
1005,1005,card,386.02,2024-12-28
1006,1006,bank,1161.63,2025-03-30
1007,1007,bank,684.57,2025-03-24
1008,1008,card,27.11,2024-04-30
1009,1009,card,476.0,2023-05-29
1010,1010,bank,74.8,2025-07-21
1011,1011,paypal,10.47,2023-01-06
1012,1012,paypal,557.2,2025-08-06
1013,1013,bank,316.87,2024-03-23
1014,1014,paypal,193.71,2023-12-07
1015,1015,paypal,366.89,2024-03-16
1016,1016,paypal,298.34,2025-03-01
1017,1017,bank,518.03,2024-09-08
1018,1018,bank,467.58,2024-02-16
1019,1019,card,223.37,2023-01-23
1020,1020,card,179.01,2023-05-03
1021,1021,paypal,170.21,2023-02-16
1022,1022,paypal,148.14,2024-03-04
1023,1023,bank,263.33,2025-09-15
1024,1024,paypal,931.22,2023-06-20
1025,1025,card,441.55,2025-11-07
1026,1026,paypal,35.61,2023-12-23
1027,1027,bank,401.77,2024-07-04
1028,1028,card,228.96,2023-07-13
1029,1029,paypal,48.26,2024-01-29
1030,1030,bank,300.2,2024-04-28
1031,1031,paypal,188.54,2024-08-23
1032,1032,bank,100.91,2023-03-19
1033,1033,card,196.74,2025-02-18
1034,1034,bank,82.04,2024-06-06
1035,1035,bank,193.72,2023-03-17
1036,1036,card,409.28,2025-01-03
1037,1037,card,116.02,2024-03-12
1038,1038,card,610.73,2024-03-02
1039,1039,card,21.04,2024-08-12
1040,1040,bank,40.15,2022-12-28
1041,1041,paypal,34.95,2022-12-27
1042,1042,bank,158.78,2024-02-08
1043,1043,paypal,112.91,2024-04-14
1044,1044,paypal,31.22,2023-09-04
1045,1045,card,21.05,2023-04-17
1046,1046,paypal,373.72,2023-06-24
1047,1047,card,7.53,2025-02-14
1048,1048,bank,232.23,2025-06-16
1049,1049,card,75.89,2025-06-06
1050,1050,bank,101.5,2023-04-26
1051,1051,card,24.75,2024-06-04
1052,1052,card,6.6,2023-05-17
1053,1053,paypal,273.36,2023-04-14
1054,1054,card,139.49,2024-01-05
1055,1055,card,657.86,2024-04-24
1056,1056,paypal,122.28,2024-03-25
1057,1057,card,126.78,2023-05-28
1058,1058,paypal,133.95,2023-08-30
1059,1059,bank,55.44,2025-04-30
1060,1060,card,18.8,2023-10-16
1061,1061,card,312.74,2025-05-13
1062,1062,bank,156.8,2023-03-20
1063,1063,bank,199.23,2023-11-14
1064,1064,paypal,270.83,2023-02-03
1065,1065,bank,26.86,2024-01-24
1066,1066,card,121.05,2024-03-15
1067,1067,card,67.86,2025-03-20
1068,1068,card,17.76,2025-03-10
1069,1069,bank,115.37,2023-03-26
1070,1070,card,997.0,2025-03-19
1071,1071,card,107.64,2025-05-06
1072,1072,card,59.06,2025-10-24
1073,1073,paypal,336.87,2025-03-15
1074,1074,paypal,117.65,2024-02-22
1075,1075,bank,37.68,2025-03-31
1076,1076,bank,38.63,2025-09-09
1077,1077,bank,150.33,2024-02-28
1078,1078,paypal,152.76,2023-04-26
1079,1079,card,253.75,2024-08-08
1080,1080,card,86.37,2023-01-24
1081,1081,bank,61.84,2024-03-19
1082,1082,card,83.34,2024-08-31
1083,1083,paypal,580.62,2023-04-10
1084,1084,card,24.39,2025-09-04
1085,1085,paypal,36.28,2024-04-21
1086,1086,paypal,20.94,2024-01-14
1087,1087,paypal,28.71,2023-02-07
1088,1088,card,83.55,2023-06-23
1089,1089,paypal,15.42,2023-03-08
1090,1090,bank,288.05,2023-04-15
1091,1091,paypal,211.56,2025-05-23
1092,1092,card,157.26,2022-11-24
1093,1093,paypal,672.25,2023-05-02
1094,1094,paypal,293.77,2024-12-03
1095,1095,card,64.11,2023-01-23
1096,1096,bank,31.32,2024-11-17
1097,1097,bank,266.28,2024-06-04
1098,1098,bank,455.44,2024-08-15
1099,1099,paypal,42.03,2025-03-08
1100,1100,paypal,154.07,2023-05-07
1101,1101,paypal,16.06,2024-01-03
1102,1102,bank,468.52,2023-07-21
1103,1103,card,957.04,2025-05-29
1104,1104,bank,193.87,2025-04-09
1105,1105,card,41.53,2023-12-12
1106,1106,paypal,50.21,2023-03-26
1107,1107,paypal,23.48,2024-04-22
1108,1108,paypal,72.11,2023-08-10
1109,1109,paypal,189.89,2023-09-06
1110,1110,card,142.46,2025-08-27
1111,1111,paypal,544.05,2025-04-18
1112,1112,paypal,205.32,2025-11-10
1113,1113,card,107.27,2023-04-28
1114,1114,card,1070.34,2025-07-30
1115,1115,bank,163.8,2022-12-13
1116,1116,card,689.28,2024-11-23
1117,1117,paypal,458.88,2023-10-27
1118,1118,bank,9.45,2023-06-05
1119,1119,bank,88.26,2023-08-14
1120,1120,paypal,84.82,2025-10-15
1121,1121,card,61.87,2025-01-16
1122,1122,paypal,1346.88,2023-11-23
1123,1123,paypal,109.93,2024-08-16
1124,1124,bank,52.64,2022-11-28
1125,1125,card,792.41,2025-10-10
1126,1126,paypal,48.46,2025-02-13
1127,1127,paypal,214.35,2024-01-16
1128,1128,bank,362.84,2025-05-05
1129,1129,bank,22.95,2023-09-11
1130,1130,paypal,106.05,2024-12-23
1131,1131,card,253.33,2025-03-16
1132,1132,paypal,18.0,2023-11-23
1133,1133,paypal,132.93,2023-02-21
1134,1134,card,125.52,2024-09-20
1135,1135,card,64.52,2023-10-17
1136,1136,card,102.37,2025-06-30
1137,1137,paypal,104.37,2025-09-24
1138,1138,paypal,51.8,2024-07-18
1139,1139,card,166.29,2023-09-13
1140,1140,bank,82.18,2025-02-20
1141,1141,bank,506.62,2024-02-20
1142,1142,card,86.52,2024-05-07
1143,1143,card,583.79,2023-06-23
1144,1144,paypal,156.08,2024-08-09
1145,1145,bank,1043.22,2025-05-25
1146,1146,paypal,33.0,2024-08-23
1147,1147,bank,9.4,2025-05-09
1148,1148,paypal,399.97,2024-02-08
1149,1149,card,133.16,2024-01-11
1150,1150,bank,143.3,2023-12-14
1151,1151,bank,12.14,2025-07-08
1152,1152,paypal,188.48,2023-05-29
1153,1153,paypal,146.23,2024-08-30
1154,1154,bank,57.91,2023-12-24
1155,1155,card,70.36,2025-08-23
1156,1156,bank,120.59,2025-06-14
1157,1157,paypal,38.04,2025-01-03
1158,1158,paypal,219.2,2022-11-22
1159,1159,paypal,229.6,2023-05-14
1160,1160,bank,127.87,2024-08-07
1161,1161,paypal,22.9,2025-05-24
1162,1162,bank,81.72,2023-09-12
1163,1163,bank,293.1,2023-12-20
1164,1164,paypal,69.16,2025-10-26
1165,1165,paypal,684.43,2023-06-11
1166,1166,card,29.21,2025-05-04
1167,1167,card,160.33,2023-09-04
1168,1168,paypal,713.88,2025-08-13
1169,1169,card,301.97,2025-05-13
1170,1170,bank,356.13,2023-05-29
1171,1171,paypal,267.72,2025-10-01
1172,1172,paypal,136.44,2023-12-13
1173,1173,card,189.48,2023-06-14
1174,1174,card,163.5,2023-01-24
1175,1175,card,90.73,2023-11-10
1176,1176,card,449.38,2023-12-14
1177,1177,paypal,27.81,2023-01-30
1178,1178,paypal,783.36,2023-03-12
1179,1179,paypal,179.27,2025-10-16
1180,1180,card,358.84,2024-07-25
1181,1181,bank,214.92,2023-06-11
1182,1182,card,106.78,2023-10-23
1183,1183,paypal,161.86,2024-01-22
1184,1184,card,66.3,2023-05-11
1185,1185,paypal,192.49,2025-04-28
1186,1186,bank,51.54,2022-11-26
1187,1187,paypal,173.34,2025-09-01
1188,1188,paypal,775.57,2023-10-10
1189,1189,paypal,122.28,2023-05-09
1190,1190,card,139.48,2025-11-04
1191,1191,card,113.86,2022-12-12
1192,1192,card,206.21,2024-08-25
1193,1193,paypal,9.05,2023-05-06
1194,1194,bank,120.0,2024-05-06
1195,1195,card,20.36,2023-10-06
1196,1196,card,294.5,2024-10-16
1197,1197,paypal,56.8,2023-06-30
1198,1198,card,166.24,2023-07-03
1199,1199,card,330.71,2025-08-21
1200,1200,card,399.91,2023-05-27
1201,1201,bank,202.72,2024-06-17
1202,1202,card,191.92,2024-04-05
1203,1203,card,151.76,2024-08-20
1204,1204,paypal,85.7,2024-07-03
1205,1205,card,1116.02,2025-09-13
1206,1206,paypal,518.52,2025-01-31
1207,1207,card,112.2,2025-10-08
1208,1208,paypal,31.32,2024-01-25
1209,1209,card,352.3,2024-10-05
1210,1210,paypal,8.75,2025-09-13
1211,1211,paypal,22.04,2023-09-29
1212,1212,paypal,4.81,2025-07-30
1213,1213,card,12.54,2023-07-01
1214,1214,bank,400.34,2023-10-08
1215,1215,card,1255.3,2024-07-16
1216,1216,paypal,219.11,2024-05-20
1217,1217,card,158.44,2023-09-12
1218,1218,paypal,90.33,2025-09-20
1219,1219,bank,21.34,2025-09-16
1220,1220,card,985.62,2023-12-02
1221,1221,card,36.42,2024-12-24
1222,1222,paypal,111.28,2024-12-19
1223,1223,card,9566.39,2024-01-22
1224,1224,bank,78.0,2024-09-26
1225,1225,bank,54.06,2023-02-04
1226,1226,bank,310.84,2023-12-13
1227,1227,paypal,24.73,2022-11-27
1228,1228,card,131.56,2024-09-24
1229,1229,paypal,184.27,2024-11-08
1230,1230,card,345.33,2023-07-26
1231,1231,bank,606.03,2023-02-23
1232,1232,card,230.52,2023-02-20
1233,1233,bank,49.83,2024-11-05
1234,1234,paypal,243.62,2025-02-10
1235,1235,bank,347.01,2024-02-11
1236,1236,card,125.47,2023-09-30
1237,1237,paypal,45.85,2024-08-21
1238,1238,paypal,201.77,2023-05-10
1239,1239,paypal,34.61,2024-02-06
1240,1240,card,119.58,2023-06-29
1241,1241,paypal,168.8,2024-02-02
1242,1242,paypal,8.19,2024-01-30
1243,1243,bank,499.6,2023-08-25
1244,1244,card,76.5,2024-09-14
1245,1245,card,22.22,2022-12-15
1246,1246,paypal,28.84,2024-11-25
1247,1247,bank,180.05,2025-02-19
1248,1248,paypal,657.36,2023-03-05
1249,1249,card,359.36,2025-05-21
1250,1250,bank,358.72,2024-10-29
1251,1251,bank,14.26,2024-05-10
1252,1252,paypal,106.02,2024-03-07
1253,1253,paypal,429.81,2025-08-13
1254,1254,paypal,144.0,2023-11-07
1255,1255,card,817.68,2024-10-21
1256,1256,card,87.78,2023-09-27
1257,1257,bank,166.54,2025-10-21
1258,1258,bank,163.46,2024-01-20
1259,1259,bank,251.61,2024-11-28
1260,1260,card,267.69,2024-07-15
1261,1261,card,864.48,2024-01-11
1262,1262,paypal,762.0,2023-07-29
1263,1263,bank,93.68,2024-12-05
1264,1264,paypal,141.09,2023-10-25
1265,1265,bank,79.2,2024-10-01
1266,1266,bank,59.63,2023-06-12
1267,1267,card,84.38,2022-12-16
1268,1268,paypal,492.19,2023-11-18
1269,1269,card,25.03,2025-08-18
1270,1270,card,34.41,2024-12-13
1271,1271,card,174.53,2024-07-06
1272,1272,paypal,119.14,2023-10-26
1273,1273,card,119.56,2025-03-24
1274,1274,paypal,39.86,2025-01-18
1275,1275,paypal,225.2,2025-08-15
1276,1276,card,4.03,2023-06-29
1277,1277,paypal,283.3,2023-05-09
1278,1278,paypal,88.77,2024-01-10
1279,1279,card,1211.04,2024-06-15
1280,1280,bank,4.94,2025-02-10
1281,1281,bank,85.8,2023-12-21
1282,1282,bank,128.36,2025-10-26
1283,1283,card,68.64,2023-04-22
1284,1284,card,195.31,2024-01-16
1285,1285,card,329.44,2025-09-08
1286,1286,card,448.85,2025-02-02
1287,1287,card,218.59,2024-03-18
1288,1288,bank,66.2,2024-08-05
1289,1289,paypal,37.55,2022-12-18
1290,1290,card,280.72,2023-02-25
1291,1291,paypal,73.84,2025-04-18
1292,1292,card,64.91,2023-05-06
1293,1293,bank,73.67,2023-11-28
1294,1294,paypal,37.84,2024-01-30
1295,1295,bank,34.84,2023-12-18
1296,1296,paypal,254.94,2023-12-07
1297,1297,card,546.33,2025-09-22
1298,1298,card,125.0,2025-03-30
1299,1299,paypal,361.87,2025-06-30
1300,1300,card,1126.12,2025-05-03
1301,1301,paypal,11.02,2025-02-18
1302,1302,paypal,211.3,2023-09-04
1303,1303,paypal,62.98,2025-07-23
1304,1304,card,347.89,2024-12-30
1305,1305,paypal,123.22,2025-02-14
1306,1306,bank,27.15,2022-11-24
1307,1307,bank,108.21,2023-07-10
1308,1308,bank,200.23,2022-12-18
1309,1309,paypal,144.15,2024-04-11
1310,1310,bank,116.07,2025-10-28
1311,1311,bank,33.01,2025-03-27
1312,1312,card,296.66,2024-09-01
1313,1313,paypal,248.0,2025-04-23
1314,1314,bank,102.8,2024-05-01
1315,1315,card,92.74,2022-11-22
1316,1316,paypal,162.25,2024-12-10
1317,1317,bank,182.68,2023-09-16
1318,1318,card,191.58,2023-09-10
1319,1319,paypal,126.43,2023-05-10
1320,1320,paypal,49.88,2024-03-13
1321,1321,bank,70.52,2024-09-08
1322,1322,paypal,292.12,2023-12-18
1323,1323,card,144.0,2025-11-08
1324,1324,bank,529.76,2024-01-15
1325,1325,bank,168.15,2025-05-15
1326,1326,card,44.36,2023-09-28
1327,1327,card,125.2,2025-07-27
1328,1328,card,166.71,2024-08-02
1329,1329,bank,219.36,2025-09-24
1330,1330,paypal,333.68,2025-06-12
1331,1331,paypal,156.26,2025-04-15
1332,1332,card,444.45,2025-04-11
1333,1333,bank,221.05,2024-05-26
1334,1334,card,198.52,2023-04-16
1335,1335,bank,298.8,2024-07-04
1336,1336,paypal,163.22,2024-11-22
1337,1337,card,171.44,2025-07-19
1338,1338,card,222.67,2023-09-22
1339,1339,card,17.56,2023-12-06
1340,1340,card,1268.78,2024-04-06
1341,1341,paypal,599.0,2023-01-28
1342,1342,bank,609.93,2024-04-25
1343,1343,bank,34.56,2024-05-24
1344,1344,paypal,9.56,2024-11-25
1345,1345,bank,69.81,2023-12-03
1346,1346,paypal,23.35,2025-02-23
1347,1347,bank,146.31,2024-04-24
1348,1348,paypal,368.23,2024-12-24
1349,1349,card,425.63,2023-11-09
1350,1350,card,135.8,2024-09-18
1351,1351,bank,248.29,2025-04-11
1352,1352,bank,86.57,2022-12-16
1353,1353,bank,779.32,2025-10-28
1354,1354,bank,59.6,2023-03-16
1355,1355,bank,198.74,2023-04-28
1356,1356,paypal,528.51,2025-04-12
1357,1357,paypal,131.48,2023-06-24
1358,1358,paypal,128.45,2023-11-11
1359,1359,bank,238.19,2024-08-23
1360,1360,bank,90.26,2023-01-30
1361,1361,card,113.02,2023-10-04
1362,1362,card,117.67,2024-11-14
1363,1363,paypal,1076.85,2024-08-24
1364,1364,paypal,102.37,2025-02-26
1365,1365,card,128.08,2023-03-09
1366,1366,paypal,883.34,2023-04-30
1367,1367,paypal,37.34,2025-10-13
1368,1368,card,68.8,2025-03-22
1369,1369,bank,323.39,2024-10-07
1370,1370,bank,16.5,2023-06-20
1371,1371,bank,33.01,2023-10-28
1372,1372,paypal,278.15,2023-10-18
1373,1373,bank,305.23,2023-10-28
1374,1374,card,115.14,2024-06-22
1375,1375,card,308.89,2023-04-22
1376,1376,bank,589.29,2023-01-12
1377,1377,paypal,370.06,2023-12-24
1378,1378,card,110.43,2022-12-12
1379,1379,paypal,84.91,2025-05-19
1380,1380,card,317.86,2024-08-17
1381,1381,bank,16.6,2023-05-27
1382,1382,card,271.92,2024-01-31
1383,1383,card,361.48,2025-08-17
1384,1384,card,1256.77,2025-05-21
1385,1385,paypal,33.09,2024-10-17
1386,1386,card,113.03,2023-10-07
1387,1387,paypal,1269.38,2023-04-13
1388,1388,card,183.54,2024-05-05
1389,1389,paypal,157.02,2023-11-23
1390,1390,bank,180.56,2025-06-26
1391,1391,card,213.53,2023-05-26
1392,1392,card,284.29,2023-04-15
1393,1393,card,621.35,2023-12-10
1394,1394,card,26.52,2025-06-05
1395,1395,paypal,150.42,2025-03-03
1396,1396,paypal,1508.46,2025-07-22
1397,1397,bank,24.75,2023-11-28
1398,1398,card,219.3,2023-01-24
1399,1399,paypal,640.6,2024-12-01
1400,1400,bank,106.87,2025-10-24
1401,1401,card,58.68,2024-01-28
1402,1402,paypal,149.12,2025-03-08
1403,1403,card,169.35,2023-08-09
1404,1404,paypal,155.82,2025-09-07
1405,1405,bank,216.21,2025-11-01
1406,1406,paypal,31.31,2022-12-01
1407,1407,card,581.05,2024-12-19
1408,1408,paypal,401.56,2023-10-20
1409,1409,bank,106.96,2024-08-21
1410,1410,card,174.25,2024-04-13
1411,1411,bank,79.69,2023-04-24
1412,1412,card,138.81,2023-04-04
1413,1413,bank,268.1,2025-01-08
1414,1414,card,261.34,2025-05-13
1415,1415,card,115.8,2023-11-13
1416,1416,card,65.08,2025-05-01
1417,1417,paypal,91.05,2024-01-24
1418,1418,card,71.64,2022-11-24
1419,1419,bank,603.32,2024-09-11
1420,1420,paypal,30.07,2025-11-05
1421,1421,bank,287.14,2024-05-12
1422,1422,paypal,530.08,2024-05-24
1423,1423,bank,43.91,2024-10-19
1424,1424,paypal,145.38,2025-04-01
1425,1425,bank,73.79,2025-11-09
1426,1426,paypal,217.06,2023-07-30
1427,1427,paypal,166.92,2023-01-03
1428,1428,card,315.09,2023-04-23
1429,1429,card,1250.01,2025-07-24
1430,1430,paypal,129.07,2025-04-30
1431,1431,paypal,17.13,2022-12-22
1432,1432,card,9.16,2025-09-22
1433,1433,card,398.74,2024-01-23
1434,1434,bank,19.44,2023-09-12
1435,1435,card,130.26,2023-08-16
1436,1436,card,54.44,2023-07-25
1437,1437,paypal,108.72,2023-11-18
1438,1438,card,333.85,2023-02-01
1439,1439,paypal,449.24,2023-08-29
1440,1440,card,159.76,2023-09-19
1441,1441,card,225.75,2023-10-08
1442,1442,paypal,22.44,2023-09-23
1443,1443,card,250.74,2023-06-12
1444,1444,paypal,320.61,2024-02-22
1445,1445,paypal,43.5,2024-11-02
1446,1446,card,12.7,2023-02-24
1447,1447,bank,6.88,2025-09-12
1448,1448,paypal,266.21,2024-10-16
1449,1449,paypal,123.77,2023-11-07
1450,1450,card,24.54,2025-07-09
1451,1451,paypal,67.16,2023-06-16
1452,1452,paypal,279.39,2023-01-06
1453,1453,bank,240.96,2023-05-26
1454,1454,bank,26.49,2023-10-06
1455,1455,paypal,191.38,2024-06-13
1456,1456,card,239.04,2025-07-24
1457,1457,bank,17.06,2024-03-02
1458,1458,paypal,21.2,2025-10-21
1459,1459,card,33.25,2024-09-21
1460,1460,paypal,471.74,2023-07-14
1461,1461,card,51.78,2025-10-26
1462,1462,paypal,32.59,2023-03-02
1463,1463,card,489.7,2023-07-27
1464,1464,card,767.63,2024-11-28
1465,1465,paypal,81.45,2024-06-27
1466,1466,card,533.52,2022-12-01
1467,1467,bank,277.33,2023-08-14
1468,1468,card,233.88,2024-06-22
1469,1469,paypal,319.07,2023-01-12
1470,1470,paypal,62.15,2025-02-25
1471,1471,paypal,67.27,2023-08-20
1472,1472,card,751.55,2025-10-19
1473,1473,card,80.32,2024-09-07
1474,1474,paypal,67.16,2023-05-07
1475,1475,paypal,41.5,2023-04-02
1476,1476,card,4.41,2023-07-24
1477,1477,bank,654.93,2023-10-17
1478,1478,paypal,229.2,2023-03-14
1479,1479,card,49.16,2023-07-13
1480,1480,paypal,106.62,2024-08-27
1481,1481,bank,191.94,2023-05-09
1482,1482,paypal,219.75,2024-09-25
1483,1483,paypal,99.31,2023-11-10
1484,1484,paypal,35.61,2025-11-07
1485,1485,card,152.49,2023-08-09
1486,1486,bank,825.56,2024-01-07
1487,1487,bank,221.94,2025-02-08
1488,1488,card,55.0,2025-04-01
1489,1489,card,625.32,2025-10-03
1490,1490,card,52.42,2025-02-23
1491,1491,bank,105.53,2025-05-29
1492,1492,paypal,283.98,2025-05-19
1493,1493,card,19.82,2024-04-16
1494,1494,paypal,230.81,2024-10-21
1495,1495,card,22.56,2023-07-23
1496,1496,bank,134.7,2025-06-02
1497,1497,card,324.42,2025-02-21
