order_item_id,order_id,product_id,quantity,line_total
2176,2176,577,1,25.42
2177,2177,263,1,0.79
2178,2178,575,1,46.04
2179,2179,130,3,36.42
2180,2180,178,3,257.79
2181,2181,484,3,73.86
2182,2182,310,2,32.82
2183,2183,3,1,38.39
2184,2184,479,3,1309.62
2185,2185,352,1,87.83
2186,2186,600,1,29.29
2187,2187,313,2,91.7
2188,2188,373,3,257.16
2189,2189,251,3,17.07
2190,2190,74,1,96.03
2191,2191,61,3,37.32
2192,2192,189,3,25.83
2193,2193,561,1,26.84
2194,2194,569,1,3.09
2195,2195,396,2,25.12
2196,2196,414,3,216.21
2197,2197,278,1,11.02
2198,2198,186,3,123.06
2199,2199,326,3,17.88
2200,2200,505,1,10.48
2201,2201,588,3,25.77
2202,2202,405,3,38.43
2203,2203,129,2,44.38
2204,2204,426,3,236.82
2205,2205,229,2,19.64
2206,2206,115,2,33.14
2207,2207,539,1,54.94
2208,2208,299,3,135.84
2209,2209,362,3,279.03
2210,2210,325,2,14.68
2211,2211,594,1,28.04
2212,2212,282,2,77.88
2213,2213,189,2,17.22
2214,2214,483,2,8.06
2215,2215,438,3,15.15
2216,2216,499,3,25.11
2217,2217,6,3,47.67
2218,2218,224,3,12.0
2219,2219,108,1,23.92
2220,2220,520,2,85.16
2221,2221,337,1,8.8
2222,2222,230,2,79.26
2223,2223,315,2,148.2
2224,2224,315,1,74.1
2225,2225,425,1,38.3
2226,2226,464,2,49.76
2227,2227,269,3,38.82
2228,2228,514,3,24.3
2229,2229,577,2,50.84
2230,2230,577,2,50.84
2231,2231,461,1,143.27
2232,2232,399,1,17.91
2233,2233,375,3,518.94
2234,2234,279,3,64.62
2235,2235,5,1,15.89
2236,2236,593,3,97.29
2237,2237,333,3,65.01
2238,2238,598,1,7.55
2239,2239,532,3,11.43
2240,2240,230,1,39.63
2241,2241,328,2,88.66
2242,2242,341,3,26.49
2243,2243,231,1,9.68
2244,2244,407,3,20.73
2245,2245,238,2,48.4
2246,2246,344,2,24.2
2247,2247,315,2,148.2
2248,2248,508,1,8.47
2249,2249,261,1,7.95
2250,2250,310,2,32.82
2251,2251,221,3,609.9
2252,2252,401,3,12.24
2253,2253,587,2,25.38
2254,2254,519,2,44.36
2255,2255,41,3,126.09
2256,2256,376,2,18.64
2257,2257,461,3,429.81
2258,2258,282,2,77.88
2259,2259,574,3,48.39
2260,2260,90,2,67.12
2261,2261,291,3,48.93
2262,2262,539,2,109.88
2263,2263,185,1,16.06
2264,2264,599,2,25.76
2265,2265,403,3,60.57
2266,2266,379,3,538.29
2267,2267,198,2,46.84
2268,2268,173,1,18.6
2269,2269,277,2,49.02
2270,2270,88,3,83.7
2271,2271,75,3,4.38
2272,2272,93,2,19.9
2273,2273,231,2,19.36
2274,2274,135,2,16.02
2275,2275,249,3,352.14
2276,2276,406,2,74.88
2277,2277,30,3,45.0
2278,2278,504,2,70.54
2279,2279,226,3,179.04
2280,2280,507,1,11.11
2281,2281,283,3,294.3
2282,2282,340,1,11.43
2283,2283,260,3,130.74
2284,2284,96,1,4.65
2285,2285,487,2,21.04
2286,2286,428,3,119.67
2287,2287,236,1,37.86
2288,2288,255,1,4.4
2289,2289,311,1,16.16
2290,2290,1,3,99.03
2291,2291,188,2,37.34
2292,2292,101,2,9.76
2293,2293,378,3,72.39
2294,2294,212,3,187.56
2295,2295,237,3,7.95
2296,2296,312,3,180.81
2297,2297,421,3,473.13
2298,2298,214,1,38.53
2299,2299,497,1,7.12
2300,2300,144,2,48.32
2301,2301,346,3,75.99
2302,2302,122,1,8.09
2303,2303,179,1,15.42
2304,2304,564,1,14.5
2305,2305,199,2,42.58
2306,2306,506,3,37.02
2307,2307,425,2,76.6
2308,2308,30,1,15.0
2309,2309,453,1,7.5
2310,2310,125,2,72.24
2311,2311,303,1,42.41
2312,2312,296,2,20.1
2313,2313,492,1,88.23
2314,2314,413,3,12.99
2315,2315,260,1,43.58
2316,2316,446,3,117.72
2317,2317,120,2,85.2
2318,2318,367,2,50.26
2319,2319,11,3,37.92
2320,2320,439,3,10.98
2321,2321,500,3,15.12
2322,2322,421,2,315.42
2323,2323,571,3,61.38
2324,2324,348,3,14.76
2325,2325,355,1,19.71
2326,2326,134,1,32.25
2327,2327,92,3,158.73
2328,2328,10,2,69.12
2329,2329,537,2,17.0
2330,2330,541,1,46.33
2331,2331,285,1,169.53
2332,2332,418,3,67.65
2333,2333,523,3,31.05
2334,2334,418,2,45.1
2335,2335,421,1,157.71
2336,2336,269,1,12.94
2337,2337,526,3,9.9
2338,2338,132,3,64.53
2339,2339,181,3,112.65
2340,2340,360,3,26.34
2341,2341,132,1,21.51
2342,2342,542,3,19.47
2343,2343,361,1,33.76
2344,2344,491,3,59.79
2345,2345,313,1,45.85
2346,2346,285,2,339.06
2347,2347,288,1,36.17
2348,2348,27,3,19.05
2349,2349,540,1,11.28
2350,2350,65,1,45.26
2351,2351,7,1,97.44
2352,2352,488,2,13.62
2353,2353,72,2,187.02
2354,2354,155,2,53.86
2355,2355,490,3,145.5
2356,2356,86,2,24.32
2357,2357,146,2,87.8
2358,2358,431,3,18.45
2359,2359,69,1,28.84
2360,2360,137,3,27.54
2361,2361,71,1,28.83
2362,2362,335,3,159.78
2363,2363,298,3,81.93
2364,2364,334,1,10.2
2365,2365,58,1,14.74
2366,2366,86,3,36.48
2367,2367,496,2,68.86
2368,2368,100,3,47.67
2369,2369,332,3,24.57
2370,2370,225,3,37.59
2371,2371,320,2,35.26
2372,2372,62,2,33.36
2373,2373,239,2,20.72
2374,2374,344,1,12.1
2375,2375,379,3,538.29
2376,2376,133,1,6.94
2377,2377,205,2,10.12
2378,2378,297,2,98.76
2379,2379,511,3,78.96
2380,2380,456,1,9.09
2381,2381,562,2,320.08
2382,2382,298,1,27.31
2383,2383,397,2,7.24
2384,2384,106,3,90.27
2385,2385,439,1,3.66
2386,2386,39,3,15.96
2387,2387,365,1,40.05
2388,2388,402,3,33.09
2389,2389,275,2,15.06
2390,2390,587,2,25.38
2391,2391,279,1,21.54
2392,2392,454,3,99.75
2393,2393,201,2,57.46
2394,2394,56,3,152.91
2395,2395,67,3,56.07
2396,2396,484,2,49.24
2397,2397,571,3,61.38
2398,2398,264,2,14.42
2399,2399,378,2,48.26
2400,2400,487,3,31.56
2401,2401,553,2,129.14
2402,2402,214,1,38.53
2403,2403,406,2,74.88
2404,2404,150,2,54.06
2405,2405,78,3,44.67
2406,2406,193,2,49.76
2407,2407,451,3,56.61
2408,2408,378,1,24.13
2409,2409,175,2,52.98
2410,2410,380,1,8.95
2411,2411,83,2,176.1
2412,2412,333,1,21.67
2413,2413,518,2,15.12
2414,2414,396,3,37.68
2415,2415,430,1,3.46
2416,2416,466,3,48.3
2417,2417,101,3,14.64
2418,2418,489,1,108.54
2419,2419,533,2,37.6
2420,2420,394,2,250.78
2421,2421,69,2,57.68
2422,2422,83,3,264.15
2423,2423,557,3,36.99
2424,2424,245,1,6.05
2425,2425,273,3,192.81
2426,2426,62,2,33.36
2427,2427,176,1,45.93
2428,2428,587,2,25.38
2429,2429,134,1,32.25
2430,2430,128,2,22.8
2431,2431,412,3,19.56
2432,2432,311,3,48.48
2433,2433,121,2,88.6
2434,2434,245,1,6.05
2435,2435,254,3,169.2
2436,2436,588,1,8.59
2437,2437,192,2,94.58
2438,2438,233,2,42.04
2439,2439,414,2,144.14
2440,2440,46,1,9.78
2441,2441,77,3,65.73
2442,2442,465,2,35.9
2443,2443,115,1,16.57
2444,2444,345,3,37.62
2445,2445,176,3,137.79
2446,2446,596,1,12.06
2447,2447,13,2,51.16
2448,2448,520,3,127.74
2449,2449,192,1,47.29
2450,2450,452,1,52.2
2451,2451,168,3,401.58
2452,2452,150,1,27.03
2453,2453,114,2,471.72
2454,2454,572,1,107.39
2455,2455,476,1,15.66
2456,2456,482,1,7.72
2457,2457,244,1,47.74
2458,2458,438,3,15.15
2459,2459,207,2,67.24
2460,2460,274,1,20.29
2461,2461,328,1,44.33
2462,2462,271,1,84.88
2463,2463,572,1,107.39
2464,2464,27,3,19.05
2465,2465,496,3,103.29
2466,2466,513,2,31.64
2467,2467,524,3,106.62
2468,2468,217,1,9.27
2469,2469,214,3,115.59
2470,2470,506,1,12.34
2471,2471,368,2,40.68
2472,2472,133,2,13.88
2473,2473,392,3,98.55
2474,2474,463,2,19.96
2475,2475,132,2,43.02
2476,2476,389,3,155.88
2477,2477,347,2,9.44
2478,2478,351,2,54.82
2479,2479,84,1,11.96
2480,2480,249,3,352.14
2481,2481,270,2,45.78
2482,2482,266,2,11.54
2483,2483,37,1,24.75
2484,2484,290,3,32.34
2485,2485,597,1,15.33
2486,2486,56,1,50.97
2487,2487,188,3,56.01
2488,2488,382,2,22.06
2489,2489,538,2,27.34
2490,2490,394,3,376.17
2491,2491,579,1,4.58
2492,2492,300,3,113.1
2493,2493,120,2,85.2
2494,2494,42,2,47.68
2495,2495,221,3,609.9
2496,2496,435,1,90.23
2497,2497,458,2,14.26
2498,2498,333,1,21.67
2499,2499,309,3,104.13
2500,2500,392,3,98.55
2501,2501,570,2,28.26
2502,2502,309,2,69.42
2503,2503,52,3,41.01
2504,2504,172,1,8.88
2505,2505,122,1,8.09
2506,2506,143,3,12.06
2507,2507,471,1,15.26
2508,2508,252,2,100.58
2509,2509,235,3,514.17
2510,2510,395,1,65.33
2511,2511,163,2,127.96
2512,2512,599,2,25.76
2513,2513,540,3,33.84
2514,2514,12,2,25.22
2515,2515,328,1,44.33
2516,2516,397,3,10.86
2517,2517,400,2,138.52
2518,2518,387,1,28.27
2519,2519,458,2,14.26
2520,2520,10,2,69.12
2521,2521,524,3,106.62
2522,2522,130,2,24.28
2523,2523,414,2,144.14
2524,2524,352,1,87.83
2525,2525,43,2,35.78
2526,2526,303,2,84.82
2527,2527,310,1,16.41
2528,2528,413,2,8.66
2529,2529,572,3,322.17
2530,2530,185,2,32.12
2531,2531,589,2,92.16
2532,2532,529,2,52.08
2533,2533,228,2,13.68
2534,2534,379,2,358.86
2535,2535,301,1,8.77
2536,2536,91,3,66.39
2537,2537,113,1,21.33
2538,2538,70,3,31.62
2539,2539,218,3,47.55
2540,2540,463,1,9.98
2541,2541,121,1,44.3
2542,2542,33,3,59.46
2543,2543,507,2,22.22
2544,2544,409,1,22.65
2545,2545,520,3,127.74
2546,2546,417,2,189.48
2547,2547,446,2,78.48
2548,2548,476,1,15.66
2549,2549,140,1,5.87
2550,2550,261,3,23.85
2551,2551,62,1,16.68
2552,2552,70,2,21.08
2553,2553,394,1,125.39
2554,2554,93,1,9.95
2555,2555,388,2,262.26
2556,2556,571,2,40.92
2557,2557,400,1,69.26
2558,2558,372,3,99.15
2559,2559,230,3,118.89
2560,2560,432,3,7.83
2561,2561,557,3,36.99
2562,2562,260,2,87.16
2563,2563,217,2,18.54
2564,2564,270,2,45.78
2565,2565,221,2,406.6
2566,2566,147,3,17.49
2567,2567,34,3,20.91
2568,2568,20,1,4.89
2569,2569,199,2,42.58
2570,2570,66,1,77.96
2571,2571,117,3,58.2
2572,2572,149,1,33.85
2573,2573,387,1,28.27
2574,2574,389,1,51.96
2575,2575,258,2,19.8
2576,2576,512,2,38.2
2577,2577,556,3,39.9
2578,2578,529,1,26.04
2579,2579,160,2,77.46
2580,2580,148,3,16.08
2581,2581,63,2,13.28
2582,2582,145,2,52.1
2583,2583,175,2,52.98
2584,2584,337,2,17.6
2585,2585,389,3,155.88
2586,2586,573,3,83.55
2587,2587,497,2,14.24
2588,2588,282,2,77.88
2589,2589,600,1,29.29
2590,2590,34,2,13.94
2591,2591,354,1,17.12
2592,2592,467,2,74.24
2593,2593,591,3,64.74
2594,2594,501,3,152.13
2595,2595,485,1,9.43
2596,2596,350,3,48.66
2597,2597,591,3,64.74
2598,2598,489,3,325.62
2599,2599,143,3,12.06
2600,2600,165,3,157.89
2601,2601,371,1,20.58
2602,2602,409,2,45.3
2603,2603,556,2,26.6
2604,2604,315,2,148.2
2605,2605,249,3,352.14
2606,2606,164,3,26.52
2607,2607,578,2,86.84
2608,2608,82,3,86.13
2609,2609,435,2,180.46
2610,2610,26,1,22.44
2611,2611,514,2,16.2
2612,2612,72,3,280.53
2613,2613,221,2,406.6
2614,2614,561,2,53.68
2615,2615,359,3,83.22
2616,2616,69,1,28.84
2617,2617,319,1,27.78
2618,2618,105,3,51.27
2619,2619,309,2,69.42
2620,2620,319,2,55.56
2621,2621,177,3,61.05
2622,2622,207,3,100.86
2623,2623,94,3,43.41
2624,2624,599,2,25.76
2625,2625,278,1,11.02
2626,2626,116,1,27.15
2627,2627,430,1,3.46
2628,2628,421,2,315.42
2629,2629,355,1,19.71
2630,2630,596,2,24.12
2631,2631,310,2,32.82
2632,2632,11,3,37.92
2633,2633,107,2,264.9
2634,2634,496,3,103.29
2635,2635,440,2,38.0
2636,2636,284,3,17.49
2637,2637,352,3,263.49
2638,2638,403,2,40.38
2639,2639,209,2,67.24
2640,2640,295,2,57.4
2641,2641,289,2,53.2
2642,2642,426,3,236.82
2643,2643,468,3,128.52
2644,2644,267,3,308.28
2645,2645,413,2,8.66
2646,2646,440,2,38.0
2647,2647,577,1,25.42
2648,2648,199,1,21.29
2649,2649,431,1,6.15
2650,2650,220,1,21.8
2651,2651,77,3,65.73
2652,2652,344,1,12.1
2653,2653,135,3,24.03
2654,2654,348,2,9.84
2655,2655,145,3,78.15
2656,2656,47,3,38.01
2657,2657,292,3,36.81
2658,2658,56,1,50.97
2659,2659,285,1,169.53
2660,2660,274,1,20.29
2661,2661,591,2,43.16
2662,2662,326,1,5.96
2663,2663,189,1,8.61
2664,2664,70,1,10.54
2665,2665,573,2,55.7
2666,2666,229,3,29.46
2667,2667,270,1,22.89
2668,2668,28,1,29.24
2669,2669,248,2,20.9
2670,2670,203,3,177.99
2671,2671,98,1,26.08
2672,2672,249,1,117.38
2673,2673,142,2,148.46
2674,2674,423,3,46.98
2675,2675,287,1,17.26
2676,2676,282,1,38.94
2677,2677,406,3,112.32
2678,2678,505,2,20.96
2679,2679,485,2,18.86
2680,2680,2,1,17.49
2681,2681,294,1,46.97
2682,2682,217,3,27.81
2683,2683,303,2,84.82
2684,2684,35,2,91.44
2685,2685,329,3,112.47
2686,2686,452,1,52.2
2687,2687,489,1,108.54
2688,2688,32,3,384.09
2689,2689,462,1,20.81
2690,2690,281,1,22.5
2691,2691,379,1,179.43
2692,2692,327,3,191.85
2693,2693,583,2,75.64
2694,2694,541,2,92.66
2695,2695,133,2,13.88
2696,2696,27,2,12.7
2697,2697,117,3,58.2
2698,2698,108,2,47.84
2699,2699,135,3,24.03
2700,2700,20,2,9.78
2701,2701,495,1,92.12
2702,2702,112,3,58.68
2703,2703,136,3,283.89
2704,2704,247,1,12.49
2705,2705,335,3,159.78
2706,2706,114,3,707.58
2707,2707,361,2,67.52
2708,2708,590,3,25.59
2709,2709,600,3,87.87
2710,2710,579,3,13.74
2711,2711,361,3,101.28
2712,2712,599,2,25.76
2713,2713,542,3,19.47
2714,2714,576,3,6.6
2715,2715,205,3,15.18
2716,2716,23,3,64.47
2717,2717,544,2,169.82
2718,2718,568,2,14.66
2719,2719,377,2,96.1
2720,2720,400,3,207.78
2721,2721,400,1,69.26
2722,2722,153,1,10.18
2723,2723,386,2,46.7
2724,2724,372,2,66.1
2725,2725,391,2,16.36
2726,2726,573,2,55.7
2727,2727,222,2,6.2
2728,2728,253,1,167.7
2729,2729,138,2,29.12
2730,2730,157,1,129.77
2731,2731,507,1,11.11
2732,2732,454,3,99.75
2733,2733,66,1,77.96
2734,2734,312,2,120.54
2735,2735,108,2,47.84
2736,2736,527,2,7.9
2737,2737,565,3,200.31
2738,2738,345,1,12.54
2739,2739,380,3,26.85
2740,2740,200,2,12.8
2741,2741,536,2,42.12
2742,2742,142,2,148.46
2743,2743,200,1,6.4
2744,2744,315,2,148.2
2745,2745,590,2,17.06
2746,2746,439,3,10.98
2747,2747,186,1,41.02
2748,2748,104,1,9.0
2749,2749,489,3,325.62
2750,2750,585,2,48.18
2751,2751,272,1,4.78
2752,2752,180,2,609.92
2753,2753,38,3,8.49
2754,2754,32,2,256.06
2755,2755,10,2,69.12
2756,2756,554,1,25.9
2757,2757,302,1,11.47
2758,2758,304,3,110.94
2759,2759,130,3,36.42
2760,2760,4,3,276.33
2761,2761,11,2,25.28
2762,2762,333,2,43.34
2763,2763,391,1,8.18
2764,2764,382,2,22.06
2765,2765,514,1,8.1
2766,2766,13,2,51.16
2767,2767,259,3,93.93
2768,2768,519,1,22.18
2769,2769,46,3,29.34
2770,2770,481,3,53.01
2771,2771,249,3,352.14
2772,2772,148,3,16.08
2773,2773,432,2,5.22
2774,2774,286,2,5.7
2775,2775,549,3,87.33
2776,2776,67,3,56.07
2777,2777,583,3,113.46
2778,2778,36,2,11.84
2779,2779,233,2,42.04
2780,2780,105,1,17.09
2781,2781,424,1,53.07
2782,2782,509,1,21.08
2783,2783,100,1,15.89
2784,2784,61,2,24.88
2785,2785,305,1,19.67
2786,2786,571,3,61.38
2787,2787,310,2,32.82
2788,2788,502,3,406.68
2789,2789,576,2,4.4
2790,2790,194,2,11.56
2791,2791,37,3,74.25
2792,2792,192,3,141.87
2793,2793,225,2,25.06
2794,2794,432,1,2.61
2795,2795,200,2,12.8
2796,2796,251,1,5.69
2797,2797,386,1,23.35
2798,2798,239,1,10.36
2799,2799,439,3,10.98
2800,2800,132,1,21.51
2801,2801,212,1,62.52
2802,2802,461,1,143.27
2803,2803,526,2,6.6
2804,2804,128,2,22.8
2805,2805,108,1,23.92
2806,2806,534,3,17.94
2807,2807,358,2,30.1
2808,2808,224,3,12.0
2809,2809,593,1,32.43
2810,2810,272,1,4.78
2811,2811,532,1,3.81
2812,2812,430,1,3.46
2813,2813,223,1,39.9
2814,2814,15,2,7.16
2815,2815,127,1,7.46
2816,2816,321,2,44.26
2817,2817,553,2,129.14
2818,2818,197,2,16.6
2819,2819,516,2,85.5
2820,2820,468,2,85.68
2821,2821,49,2,56.64
2822,2822,445,3,16.35
2823,2823,433,1,15.34
2824,2824,554,2,51.8
2825,2825,495,1,92.12
2826,2826,427,1,7.65
2827,2827,318,1,14.73
2828,2828,115,2,33.14
2829,2829,115,2,33.14
2830,2830,298,1,27.31
2831,2831,25,3,34.95
2832,2832,242,2,35.82
2833,2833,114,1,235.86
2834,2834,64,1,6.07
2835,2835,515,2,22.56
2836,2836,61,2,24.88
2837,2837,192,1,47.29
2838,2838,567,1,2.62
2839,2839,580,3,189.12
2840,2840,163,1,63.98
2841,2841,547,2,71.54
2842,2842,59,2,55.94
2843,2843,175,1,26.49
2844,2844,564,3,43.5
2845,2845,309,1,34.71
2846,2846,246,1,14.38
2847,2847,207,2,67.24
2848,2848,590,3,25.59
2849,2849,337,1,8.8
2850,2850,69,3,86.52
2851,2851,501,3,152.13
2852,2852,288,1,36.17
2853,2853,410,2,67.2
2854,2854,404,2,42.1
2855,2855,533,3,56.4
2856,2856,243,2,66.56
2857,2857,2,2,34.98
2858,2858,577,1,25.42
2859,2859,390,3,33.84
2860,2860,339,3,91.05
2861,2861,112,1,19.56
2862,2862,132,3,64.53
2863,2863,471,3,45.78
2864,2864,70,3,31.62
2865,2865,20,1,4.89
2866,2866,541,2,92.66
2867,2867,82,2,57.42
2868,2868,380,3,26.85
2869,2869,417,2,189.48
2870,2870,67,1,18.69
2871,2871,111,2,5.9
2872,2872,304,1,36.98
2873,2873,513,3,47.46
2874,2874,322,1,36.42
2875,2875,589,1,46.08
2876,2876,305,1,19.67
2877,2877,459,3,34.65
2878,2878,138,2,29.12
2879,2879,283,2,196.2
2880,2880,179,1,15.42
2881,2881,103,1,14.26
2882,2882,465,2,35.9
2883,2883,184,3,97.62
2884,2884,4,1,92.11
2885,2885,402,2,22.06
2886,2886,3,1,38.39
2887,2887,30,1,15.0
2888,2888,56,1,50.97
2889,2889,54,3,111.09
2890,2890,416,3,28.5
2891,2891,415,2,56.0
2892,2892,153,3,30.54
2893,2893,456,3,27.27
2894,2894,64,1,6.07
2895,2895,77,2,43.82
2896,2896,200,1,6.4
2897,2897,77,1,21.91
2898,2898,537,1,8.5
2899,2899,258,2,19.8
2900,2900,122,1,8.09
2901,2901,186,3,123.06
2902,2902,439,3,10.98
2903,2903,195,2,47.76
2904,2904,44,3,44.58
2905,2905,23,1,21.49
2906,2906,594,1,28.04
2907,2907,352,2,175.66
2908,2908,557,3,36.99
2909,2909,497,1,7.12
2910,2910,223,3,119.7
2911,2911,492,3,264.69
2912,2912,260,1,43.58
2913,2913,214,1,38.53
2914,2914,415,2,56.0
2915,2915,231,1,9.68
2916,2916,138,2,29.12
2917,2917,111,3,8.85
2918,2918,400,3,207.78
2919,2919,153,2,20.36
2920,2920,342,2,51.26
2921,2921,478,3,82.26
2922,2922,176,1,45.93
2923,2923,275,1,7.53
2924,2924,507,3,33.33
2925,2925,390,2,22.56
2926,2926,470,2,22.58
2927,2927,85,3,26.85
2928,2928,279,1,21.54
2929,2929,340,2,22.86
2930,2930,81,1,16.12
2931,2931,19,2,16.2
2932,2932,593,3,97.29
2933,2933,519,2,44.36
2934,2934,174,3,84.75
2935,2935,134,2,64.5
2936,2936,528,3,63.21
2937,2937,362,3,279.03
2938,2938,86,2,24.32
2939,2939,333,1,21.67
2940,2940,577,3,76.26
2941,2941,314,1,45.31
2942,2942,547,3,107.31
2943,2943,294,2,93.94
2944,2944,277,2,49.02
2945,2945,111,3,8.85
2946,2946,41,2,84.06
2947,2947,128,2,22.8
2948,2948,36,3,17.76
2949,2949,433,3,46.02
2950,2950,556,1,13.3
2951,2951,582,1,13.26
2952,2952,322,3,109.26
2953,2953,86,1,12.16
2954,2954,493,2,43.4
2955,2955,279,2,43.08
2956,2956,264,2,14.42
2957,2957,13,3,76.74
2958,2958,201,2,57.46
2959,2959,79,2,44.04
2960,2960,300,1,37.7
2961,2961,180,3,914.88
2962,2962,263,3,2.37
2963,2963,515,2,22.56
2964,2964,185,3,48.18
2965,2965,473,1,4.41
2966,2966,182,1,8.52
2967,2967,259,3,93.93
2968,2968,277,2,49.02
2969,2969,286,3,8.55
2970,2970,312,1,60.27
2971,2971,492,2,176.46
2972,2972,258,3,29.7
2973,2973,10,1,34.56
2974,2974,578,3,130.26
2975,2975,310,3,49.23
2976,2976,104,2,18.0
2977,2977,429,1,57.88
2978,2978,261,3,23.85
2979,2979,10,3,103.68
2980,2980,213,2,104.28
2981,2981,288,3,108.51
2982,2982,544,1,84.91
2983,2983,37,3,74.25
2984,2984,402,2,22.06
2985,2985,399,2,35.82
2986,2986,219,2,24.72
2987,2987,391,3,24.54
2988,2988,208,2,67.16
2989,2989,487,1,10.52
2990,2990,194,1,5.78
2991,2991,257,3,213.9
2992,2992,177,3,61.05
2993,2993,503,1,4.96
2994,2994,521,1,3.78
2995,2995,505,1,10.48
2996,2996,360,1,8.78
2997,2997,416,1,9.5
2998,2998,399,1,17.91
2999,2999,142,1,74.23
3000,3000,119,2,125.96
3001,3001,380,1,8.95
3002,3002,69,1,28.84
3003,3003,199,1,21.29
3004,3004,14,3,8.88
3005,3005,552,3,51.57
3006,3006,414,2,144.14
3007,3007,357,3,59.16
3008,3008,552,2,34.38
3009,3009,568,3,21.99
3010,3010,111,3,8.85
3011,3011,200,3,19.2
3012,3012,108,3,71.76
3013,3013,285,2,339.06
3014,3014,223,1,39.9
3015,3015,182,2,17.04
3016,3016,560,1,13.18
3017,3017,306,3,67.77
3018,3018,503,3,14.88
3019,3019,170,1,9.45
3020,3020,328,1,44.33
3021,3021,445,1,5.45
3022,3022,447,3,86.94
3023,3023,503,2,9.92
3024,3024,428,1,39.89
3025,3025,125,2,72.24
3026,3026,468,3,128.52
3027,3027,94,1,14.47
3028,3028,164,2,17.68
3029,3029,496,3,103.29
3030,3030,541,3,138.99
3031,3031,45,2,9.16
3032,3032,414,2,144.14
3033,3033,116,3,81.45
3034,3034,273,1,64.27
3035,3035,233,3,63.06
3036,3036,257,2,142.6
3037,3037,399,3,53.73
3038,3038,232,1,24.94
3039,3039,183,3,20.64
3040,3040,418,1,22.55
3041,3041,239,2,20.72
3042,3042,244,1,47.74
3043,3043,482,1,7.72
3044,3044,525,3,28.08
3045,3045,80,1,2.75
3046,3046,466,1,16.1
3047,3047,248,3,31.35
3048,3048,461,1,143.27
3049,3049,363,3,54.06
3050,3050,253,2,335.4
3051,3051,536,1,21.06
3052,3052,91,1,22.13
3053,3053,142,3,222.69
3054,3054,561,3,80.52
3055,3055,337,1,8.8
3056,3056,560,3,39.54
3057,3057,475,3,312.18
3058,3058,450,1,6.96
3059,3059,350,3,48.66
3060,3060,144,3,72.48
3061,3061,391,3,24.54
3062,3062,234,2,20.94
3063,3063,26,3,67.32
3064,3064,317,1,39.72
3065,3065,463,3,29.94
3066,3066,480,3,184.59
3067,3067,397,2,7.24
3068,3068,339,3,91.05
3069,3069,142,2,148.46
3070,3070,146,3,131.7
3071,3071,468,3,128.52
3072,3072,268,2,9.62
3073,3073,187,1,32.24
3074,3074,325,1,7.34
3075,3075,282,1,38.94
3076,3076,399,3,53.73
3077,3077,564,2,29.0
3078,3078,51,3,83.31
3079,3079,194,2,11.56
3080,3080,352,3,263.49
3081,3081,102,1,13.19
3082,3082,156,3,29.49
3083,3083,142,3,222.69
3084,3084,186,2,82.04
3085,3085,410,2,67.2
3086,3086,114,2,471.72
3087,3087,211,3,106.65
3088,3088,299,2,90.56
3089,3089,205,2,10.12
3090,3090,227,2,42.84
3091,3091,297,3,148.14
3092,3092,18,2,55.0
3093,3093,39,3,15.96
3094,3094,421,2,315.42
3095,3095,323,3,26.58
3096,3096,569,1,3.09
3097,3097,272,3,14.34
3098,3098,232,3,74.82
3099,3099,380,1,8.95
3100,3100,152,2,56.8
3101,3101,232,3,74.82
3102,3102,176,3,137.79
3103,3103,573,2,55.7
3104,3104,600,2,58.58
3105,3105,444,2,36.74
3106,3106,520,2,85.16
3107,3107,38,2,5.66
3108,3108,391,1,8.18
3109,3109,496,3,103.29
3110,3110,42,1,23.84
3111,3111,408,2,34.84
3112,3112,18,3,82.5
3113,3113,400,1,69.26
3114,3114,81,3,48.36
3115,3115,481,1,17.67
3116,3116,236,2,75.72
3117,3117,213,1,52.14
3118,3118,271,2,169.76
3119,3119,259,1,31.31
3120,3120,372,1,33.05
3121,3121,62,2,33.36
3122,3122,10,1,34.56
3123,3123,411,3,122.76
3124,3124,412,2,13.04
3125,3125,339,3,91.05
3126,3126,450,3,20.88
3127,3127,438,3,15.15
3128,3128,30,3,45.0
3129,3129,197,3,24.9
3130,3130,460,1,6.06
3131,3131,398,1,77.78
3132,3132,415,1,28.0
3133,3133,133,2,13.88
3134,3134,361,2,67.52
3135,3135,96,1,4.65
3136,3136,9,1,12.56
3137,3137,424,2,106.14
3138,3138,576,2,4.4
3139,3139,250,3,90.33
3140,3140,455,1,11.82
3141,3141,152,1,28.4
3142,3142,491,2,39.86
3143,3143,142,2,148.46
3144,3144,499,1,8.37
3145,3145,97,3,81.03
3146,3146,89,2,23.66
3147,3147,589,3,138.24
3148,3148,194,1,5.78
3149,3149,456,3,27.27
3150,3150,305,1,19.67
3151,3151,443,3,7.62
3152,3152,10,2,69.12
3153,3153,299,2,90.56
3154,3154,561,1,26.84
3155,3155,246,2,28.76
3156,3156,370,3,27.81
3157,3157,595,3,170.07
3158,3158,375,3,518.94
3159,3159,291,1,16.31
3160,3160,16,3,34.35
3161,3161,22,3,48.09
3162,3162,26,2,44.88
3163,3163,241,1,9.09
3164,3164,93,3,29.85
3165,3165,151,3,77.4
3166,3166,61,2,24.88
3167,3167,416,1,9.5
3168,3168,28,1,29.24
3169,3169,93,2,19.9
3170,3170,361,2,67.52
3171,3171,54,2,74.06
3172,3172,588,2,17.18
3173,3173,476,1,15.66
